Date,Currency,Rate
2024-01-05,BRL,5.3724
2024-01-05,CAD,1.46
2024-01-05,CHF,0.932
2024-01-05,CNY,7.813
2024-01-05,CZK,24.616
2024-01-05,DKK,7.4584
2024-01-05,GBP,0.8621
2024-01-05,HKD,8.5297
2024-01-05,HUF,378.23
2024-01-05,IDR,16967
2024-01-05,ILS,4.0194
2024-01-05,INR,90.81
2024-01-05,ISK,150.5
2024-01-05,JPY,158.57
2024-01-05,KRW,1439.64
2024-01-05,MXN,18.6066
2024-01-05,MYR,5.0826
2024-01-05,NOK,11.309
2024-01-05,NZD,1.7564
2024-01-05,PHP,60.704
2024-01-05,PLN,4.3568
2024-01-05,RON,4.9737
2024-01-05,SEK,11.235
2024-01-05,SGD,1.4537
2024-01-05,THB,37.994
2024-01-05,TRY,32.589
2024-01-05,USD,1.0921
2024-01-05,ZAR,20.551
2024-01-08,AUD,1.6378
2024-01-08,BGN,1.9558
2024-01-08,BRL,5.3607
2024-01-08,CAD,1.4651
2024-01-08,CHF,0.9308
2024-01-08,CNY,7.8397
2024-01-08,CZK,24.488
2024-01-08,DKK,7.4615
2024-01-08,GBP,0.8615
2024-01-08,HKD,8.5459
2024-01-08,HUF,377.65
2024-01-08,IDR,16997
2024-01-08,ILS,4.0646
2024-01-08,INR,90.97
2024-01-08,ISK,150.7
2024-01-08,JPY,158.19
2024-01-08,KRW,1444.94
2024-01-08,MXN,18.4982
2024-01-08,MYR,5.091
2024-01-08,NOK,11.362
2024-01-08,NZD,1.7607
2024-01-08,PHP,60.914
2024-01-08,PLN,4.3465
2024-01-08,RON,4.9728
2024-01-08,SEK,11.2095
2024-01-08,SGD,1.457
2024-01-08,THB,38.338
2024-01-08,TRY,32.722
2024-01-08,USD,1.0946
2024-01-08,ZAR,20.498
2024-01-09,AUD,1.6339
2024-01-09,BGN,1.9558
2024-01-09,BRL,5.3475
2024-01-09,CAD,1.4613
2024-01-09,CHF,0.9313
2024-01-09,CNY,7.8381
2024-01-09,CZK,24.594
2024-01-09,DKK,7.4577
2024-01-09,GBP,0.85938
2024-01-09,HKD,8.5499
2024-01-09,HUF,378.83
2024-01-09,IDR,17006
2024-01-09,ILS,4.0782
2024-01-09,INR,90.92
2024-01-09,ISK,150.5
2024-01-09,JPY,157.63
2024-01-09,KRW,1442.62
2024-01-09,MXN,18.4514
2024-01-09,MYR,5.08
2024-01-09,NOK,11.308
2024-01-09,NZD,1.7526
2024-01-09,PHP,61.308
2024-01-09,PLN,4.3448
2024-01-09,RON,4.9716
2024-01-09,SEK,11.2115
2024-01-09,SGD,1.4557
2024-01-09,THB,38.252
2024-01-09,TRY,32.753
2024-01-09,USD,1.094
2024-01-09,ZAR,20.438
2024-01-10,AUD,1.6334
2024-01-10,BGN,1.9558
2024-01-10,BRL,5.3508
2024-01-10,CAD,1.4649
2024-01-10,CHF,0.9336
2024-01-10,CNY,7.8476
2024-01-10,CZK,24.562
2024-01-10,DKK,7.4582
2024-01-10,GBP,0.86023
2024-01-10,HKD,8.5602
2024-01-10,HUF,378.35
2024-01-10,IDR,17032
2024-01-10,ILS,4.1184
2024-01-10,INR,90.88
2024-01-10,ISK,150.1
2024-01-10,JPY,159.03
2024-01-10,KRW,1443.77
2024-01-10,MXN,18.5983
2024-01-10,MYR,5.0806
2024-01-10,NOK,11.2915
2024-01-10,NZD,1.7567
2024-01-10,PHP,61.593
2024-01-10,PLN,4.341
2024-01-10,RON,4.9728
2024-01-10,SEK,11.197
2024-01-10,SGD,1.4573
2024-01-10,THB,38.338
2024-01-10,TRY,32.809
2024-01-10,USD,1.0946
2024-01-10,ZAR,20.414
2024-01-11,AUD,1.6369
2024-01-11,BGN,1.9558
2024-01-11,BRL,5.3606
2024-01-11,CAD,1.4677
2024-01-11,CHF,0.9338
2024-01-11,CNY,7.8649
2024-01-11,CZK,24.659
2024-01-11,DKK,7.4568
2024-01-11,GBP,0.86145
2024-01-11,HKD,8.5899
2024-01-11,HUF,378.83
2024-01-11,IDR,17085
2024-01-11,ILS,4.1044
2024-01-11,INR,91.21
2024-01-11,ISK,150.1
2024-01-11,JPY,159.71
2024-01-11,KRW,1444.39
2024-01-11,MXN,18.6688
2024-01-11,MYR,5.1046
2024-01-11,NOK,11.3283
2024-01-11,NZD,1.7577
2024-01-11,PHP,61.516
2024-01-11,PLN,4.349
2024-01-11,RON,4.9722
2024-01-11,SEK,11.197
2024-01-11,SGD,1.46
2024-01-11,THB,38.449
2024-01-11,TRY,32.958
2024-01-11,USD,1.0987
2024-01-11,ZAR,20.433
2024-01-12,AUD,1.6375
2024-01-12,BGN,1.9558
2024-01-12,BRL,5.3309
2024-01-12,CAD,1.4634
2024-01-12,CHF,0.935
2024-01-12,CNY,7.8451
2024-01-12,CZK,24.689
2024-01-12,DKK,7.4565
2024-01-12,GBP,0.8595
2024-01-12,HKD,8.5599
2024-01-12,HUF,379.35
2024-01-12,IDR,17037
2024-01-12,ILS,4.0917
2024-01-12,INR,90.74
2024-01-12,ISK,150.1
2024-01-12,JPY,159.17
2024-01-12,KRW,1438.73
2024-01-12,MXN,18.4931
2024-01-12,MYR,5.0853
2024-01-12,NOK,11.2765
2024-01-12,NZD,1.7552
2024-01-12,PHP,61.092
2024-01-12,PLN,4.3628
2024-01-12,RON,4.9731
2024-01-12,SEK,11.26
2024-01-12,SGD,1.4583
2024-01-12,THB,38.406
2024-01-12,TRY,32.93
2024-01-12,USD,1.0942
2024-01-12,ZAR,20.441
2024-01-15,AUD,1.6449
2024-01-15,BGN,1.9558
2024-01-15,BRL,5.3333
2024-01-15,CAD,1.4695
2024-01-15,CHF,0.9351
2024-01-15,CNY,7.8529
2024-01-15,CZK,24.714
2024-01-15,DKK,7.459
2024-01-15,GBP,0.86075
2024-01-15,HKD,8.5599
2024-01-15,HUF,379.68
2024-01-15,IDR,17032
2024-01-15,ILS,4.1074
2024-01-15,INR,90.7
2024-01-15,ISK,149.7
2024-01-15,JPY,159.67
2024-01-15,KRW,1446.95
2024-01-15,MXN,18.4899
2024-01-15,MYR,5.1108
2024-01-15,NOK,11.314
2024-01-15,NZD,1.7679
2024-01-15,PHP,61.073
2024-01-15,PLN,4.3625
2024-01-15,RON,4.9743
2024-01-15,SEK,11.278
2024-01-15,SGD,1.4601
2024-01-15,THB,38.272
2024-01-15,TRY,32.944
2024-01-15,USD,1.0945
2024-01-15,ZAR,20.431
2024-01-16,AUD,1.6484
2024-01-16,BGN,1.9558
2024-01-16,BRL,5.3184
2024-01-16,CAD,1.4661
2024-01-16,CHF,0.9361
2024-01-16,CNY,7.8237
2024-01-16,CZK,24.71
2024-01-16,DKK,7.4582
2024-01-16,GBP,0.86078
2024-01-16,HKD,8.516
2024-01-16,HUF,379.36
2024-01-16,IDR,16986
2024-01-16,ILS,4.0985
2024-01-16,INR,90.42
2024-01-16,ISK,149.3
2024-01-16,JPY,159.64
2024-01-16,KRW,1454.92
2024-01-16,MXN,18.539
2024-01-16,MYR,5.1058
2024-01-16,NOK,11.3335
2024-01-16,NZD,1.7681
2024-01-16,PHP,60.939
2024-01-16,PLN,4.387
2024-01-16,RON,4.9763
2024-01-16,SEK,11.3215
2024-01-16,SGD,1.4589
2024-01-16,THB,38.522
2024-01-16,TRY,32.762
2024-01-16,USD,1.0882
2024-01-16,ZAR,20.553
2024-01-17,AUD,1.6592
2024-01-17,BGN,1.9558
2024-01-17,BRL,5.3673
2024-01-17,CAD,1.4701
2024-01-17,CHF,0.9406
2024-01-17,CNY,7.8262
2024-01-17,CZK,24.755
2024-01-17,DKK,7.4586
2024-01-17,GBP,0.85818
2024-01-17,HKD,8.511
2024-01-17,HUF,380.86
2024-01-17,IDR,17001
2024-01-17,ILS,4.1149
2024-01-17,INR,90.43
2024-01-17,ISK,149.5
2024-01-17,JPY,160.65
2024-01-17,KRW,1463.11
2024-01-17,MXN,18.8054
2024-01-17,MYR,5.1312
2024-01-17,NOK,11.4335
2024-01-17,NZD,1.7779
2024-01-17,PHP,60.819
2024-01-17,PLN,4.3993
2024-01-17,RON,4.9755
2024-01-17,SEK,11.3925
2024-01-17,SGD,1.4615
2024-01-17,THB,38.624
2024-01-17,TRY,32.78
2024-01-17,USD,1.0877
2024-01-17,ZAR,20.733
2024-01-18,AUD,1.6579
2024-01-18,BGN,1.9558
2024-01-18,BRL,5.3551
2024-01-18,CAD,1.4681
2024-01-18,CHF,0.9432
2024-01-18,CNY,7.8231
2024-01-18,CZK,24.734
2024-01-18,DKK,7.4571
2024-01-18,GBP,0.85773
2024-01-18,HKD,8.5062
2024-01-18,HUF,382.0
2024-01-18,IDR,16976
2024-01-18,ILS,4.0972
2024-01-18,INR,90.43
2024-01-18,ISK,149.5
2024-01-18,JPY,160.89
2024-01-18,KRW,1455.8
2024-01-18,MXN,18.686
2024-01-18,MYR,5.1308
2024-01-18,NOK,11.446
2024-01-18,NZD,1.7802
2024-01-18,PHP,60.726
2024-01-18,PLN,4.399
2024-01-18,RON,4.9772
2024-01-18,SEK,11.364
2024-01-18,SGD,1.4619
2024-01-18,THB,38.71
2024-01-18,TRY,32.786
2024-01-18,USD,1.0875
2024-01-18,ZAR,20.597
2024-01-19,AUD,1.65
2024-01-19,BGN,1.9558
2024-01-19,BRL,5.3444
2024-01-19,CAD,1.4656
2024-01-19,CHF,0.9459
2024-01-19,CNY,7.8291
2024-01-19,CZK,24.813
2024-01-19,DKK,7.4575
2024-01-19,GBP,0.85825
2024-01-19,HKD,8.5128
2024-01-19,HUF,381.53
2024-01-19,IDR,16992
2024-01-19,ILS,4.0721
2024-01-19,INR,90.45
2024-01-19,ISK,148.9
2024-01-19,JPY,161.17
2024-01-19,KRW,1451.99
2024-01-19,MXN,18.6494
2024-01-19,MYR,5.1359
2024-01-19,NOK,11.41
2024-01-19,NZD,1.7798
2024-01-19,PHP,60.956
2024-01-19,PLN,4.3618
2024-01-19,RON,4.9776
2024-01-19,SEK,11.38
2024-01-19,SGD,1.4599
2024-01-19,THB,38.605
2024-01-19,TRY,32.871
2024-01-19,USD,1.0887
2024-01-19,ZAR,20.689
2024-01-22,AUD,1.652
2024-01-22,BGN,1.9558
2024-01-22,BRL,5.3738
2024-01-22,CAD,1.462
2024-01-22,CHF,0.9458
2024-01-22,CNY,7.8349
2024-01-22,CZK,24.758
2024-01-22,DKK,7.4585
2024-01-22,GBP,0.85575
2024-01-22,HKD,8.513
2024-01-22,HUF,383.68
2024-01-22,IDR,17076
2024-01-22,ILS,4.1003
2024-01-22,INR,90.53
2024-01-22,ISK,148.5
2024-01-22,JPY,160.95
2024-01-22,KRW,1458.19
2024-01-22,MXN,18.5897
2024-01-22,MYR,5.1472
2024-01-22,NOK,11.441
2024-01-22,NZD,1.78
2024-01-22,PHP,61.273
2024-01-22,PLN,4.364
2024-01-22,RON,4.9776
2024-01-22,SEK,11.3545
2024-01-22,SGD,1.4606
2024-01-22,THB,38.807
2024-01-22,TRY,32.934
2024-01-22,USD,1.089
2024-01-22,ZAR,20.885
2024-01-23,AUD,1.6493
2024-01-23,BGN,1.9558
2024-01-23,BRL,5.3981
2024-01-23,CAD,1.4648
2024-01-23,CHF,0.9446
2024-01-23,CNY,7.7953
2024-01-23,CZK,24.824
2024-01-23,DKK,7.4574
2024-01-23,GBP,0.85493
2024-01-23,HKD,8.5046
2024-01-23,HUF,385.15
2024-01-23,IDR,17081
2024-01-23,ILS,4.0931
2024-01-23,INR,90.37
2024-01-23,ISK,148.7
2024-01-23,JPY,160.88
2024-01-23,KRW,1454.29
2024-01-23,MXN,18.7548
2024-01-23,MYR,5.1392
2024-01-23,NOK,11.4298
2024-01-23,NZD,1.7839
2024-01-23,PHP,61.101
2024-01-23,PLN,4.383
2024-01-23,RON,4.9769
2024-01-23,SEK,11.347
2024-01-23,SGD,1.4568
2024-01-23,THB,38.827
2024-01-23,TRY,32.92
2024-01-23,USD,1.0872
2024-01-23,ZAR,20.702
2024-01-24,AUD,1.652
2024-01-24,BGN,1.9558
2024-01-24,BRL,5.3587
2024-01-24,CAD,1.4669
2024-01-24,CHF,0.9415
2024-01-24,CNY,7.7996
2024-01-24,CZK,24.786
2024-01-24,DKK,7.4568
2024-01-24,GBP,0.85543
2024-01-24,HKD,8.5265
2024-01-24,HUF,385.43
2024-01-24,IDR,17107
2024-01-24,ILS,4.0495
2024-01-24,INR,90.63
2024-01-24,ISK,147.9
2024-01-24,JPY,160.46
2024-01-24,KRW,1453.17
2024-01-24,MXN,18.7537
2024-01-24,MYR,5.1597
2024-01-24,NOK,11.4155
2024-01-24,NZD,1.7785
2024-01-24,PHP,61.362
2024-01-24,PLN,4.3725
2024-01-24,RON,4.9773
2024-01-24,SEK,11.3585
2024-01-24,SGD,1.4585
2024-01-24,THB,38.805
2024-01-24,TRY,32.897
2024-01-24,USD,1.0905
2024-01-24,ZAR,20.537
2024-01-25,AUD,1.6537
2024-01-25,BGN,1.9558
2024-01-25,BRL,5.3664
2024-01-25,CAD,1.4714
2024-01-25,CHF,0.942
2024-01-25,CNY,7.8093
2024-01-25,CZK,24.756
2024-01-25,DKK,7.456
2024-01-25,GBP,0.85538
2024-01-25,HKD,8.5136
2024-01-25,HUF,385.18
2024-01-25,IDR,17267
2024-01-25,ILS,4.0319
2024-01-25,INR,90.55
2024-01-25,ISK,148.1
2024-01-25,JPY,160.81
2024-01-25,KRW,1456.25
2024-01-25,MXN,18.7648
2024-01-25,MYR,5.154
2024-01-25,NOK,11.3905
2024-01-25,NZD,1.7805
2024-01-25,PHP,61.556
2024-01-25,PLN,4.3765
2024-01-25,RON,4.9768
2024-01-25,SEK,11.35
2024-01-25,SGD,1.4591
2024-01-25,THB,38.926
2024-01-25,TRY,32.989
2024-01-25,USD,1.0893
2024-01-25,ZAR,20.581
2024-01-26,AUD,1.6483
2024-01-26,BGN,1.9558
2024-01-26,BRL,5.3366
2024-01-26,CAD,1.4607
2024-01-26,CHF,0.9396
2024-01-26,CNY,7.7994
2024-01-26,CZK,24.748
2024-01-26,DKK,7.4549
2024-01-26,GBP,0.85368
2024-01-26,HKD,8.4933
2024-01-26,HUF,386.95
2024-01-26,IDR,17132
2024-01-26,ILS,4.0057
2024-01-26,INR,90.37
2024-01-26,ISK,148.3
2024-01-26,JPY,160.62
2024-01-26,KRW,1451.08
2024-01-26,MXN,18.6582
2024-01-26,MYR,5.1393
2024-01-26,NOK,11.3325
2024-01-26,NZD,1.7801
2024-01-26,PHP,61.28
2024-01-26,PLN,4.3775
2024-01-26,RON,4.9765
2024-01-26,SEK,11.3203
2024-01-26,SGD,1.457
2024-01-26,THB,38.679
2024-01-26,TRY,32.944
2024-01-26,USD,1.0871
2024-01-26,ZAR,20.426
2024-01-29,AUD,1.6398
2024-01-29,BGN,1.9558
2024-01-29,BRL,5.3134
2024-01-29,CAD,1.4542
2024-01-29,CHF,0.9339
2024-01-29,CNY,7.7702
2024-01-29,CZK,24.806
2024-01-29,DKK,7.4538
2024-01-29,GBP,0.8525
2024-01-29,HKD,8.4549
2024-01-29,HUF,390.03
2024-01-29,IDR,17127
2024-01-29,ILS,3.9834
2024-01-29,INR,90.0
2024-01-29,ISK,148.5
2024-01-29,JPY,160.13
2024-01-29,KRW,1445.6
2024-01-29,MXN,18.5591
2024-01-29,MYR,5.1236
2024-01-29,NOK,11.305
2024-01-29,NZD,1.7696
2024-01-29,PHP,61.053
2024-01-29,PLN,4.366
2024-01-29,RON,4.9773
2024-01-29,SEK,11.3562
2024-01-29,SGD,1.4516
2024-01-29,THB,38.487
2024-01-29,TRY,32.851
2024-01-29,USD,1.0823
2024-01-29,ZAR,20.302
2024-01-30,AUD,1.6462
2024-01-30,BGN,1.9558
2024-01-30,BRL,5.3697
2024-01-30,CAD,1.4564
2024-01-30,CHF,0.9365
2024-01-30,CNY,7.7866
2024-01-30,CZK,24.831
2024-01-30,DKK,7.4543
2024-01-30,GBP,0.85628
2024-01-30,HKD,8.4775
2024-01-30,HUF,387.23
2024-01-30,IDR,17113
2024-01-30,ILS,3.9566
2024-01-30,INR,90.16
2024-01-30,ISK,148.3
2024-01-30,JPY,159.97
2024-01-30,KRW,1442.67
2024-01-30,MXN,18.6729
2024-01-30,MYR,5.1274
2024-01-30,NOK,11.3383
2024-01-30,NZD,1.7721
2024-01-30,PHP,61.171
2024-01-30,PLN,4.3618
2024-01-30,RON,4.9768
2024-01-30,SEK,11.2971
2024-01-30,SGD,1.4534
2024-01-30,THB,38.384
2024-01-30,TRY,32.928
2024-01-30,USD,1.0846
2024-01-30,ZAR,20.493
2024-01-31,AUD,1.6468
2024-01-31,BGN,1.9558
2024-01-31,BRL,5.3749
2024-01-31,CAD,1.4558
2024-01-31,CHF,0.9348
2024-01-31,CNY,7.7789
2024-01-31,CZK,24.891
2024-01-31,DKK,7.455
2024-01-31,GBP,0.85435
2024-01-31,HKD,8.4734
2024-01-31,HUF,384.9
2024-01-31,IDR,17076
2024-01-31,ILS,3.9431
2024-01-31,INR,90.0
2024-01-31,ISK,148.3
2024-01-31,JPY,160.19
2024-01-31,KRW,1444.63
2024-01-31,MXN,18.5817
2024-01-31,MYR,5.1259
2024-01-31,NOK,11.351
2024-01-31,NZD,1.7705
2024-01-31,PHP,61.023
2024-01-31,PLN,4.333
2024-01-31,RON,4.9758
2024-01-31,SEK,11.2682
2024-01-31,SGD,1.4517
2024-01-31,THB,38.461
2024-01-31,TRY,32.898
2024-01-31,USD,1.0837
2024-01-31,ZAR,20.324
2024-02-01,AUD,1.6594
2024-02-01,BGN,1.9558
2024-02-01,BRL,5.3578
2024-02-01,CAD,1.4544
2024-02-01,CHF,0.9336
2024-02-01,CNY,7.7668
2024-02-01,CZK,24.89
2024-02-01,DKK,7.4542
2024-02-01,GBP,0.85353
2024-02-01,HKD,8.4563
2024-02-01,HUF,383.35
2024-02-01,IDR,17050
2024-02-01,ILS,3.9543
2024-02-01,INR,89.73
2024-02-01,ISK,148.3
2024-02-01,JPY,158.96
2024-02-01,KRW,1442.43
2024-02-01,MXN,18.6195
2024-02-01,MYR,5.115
2024-02-01,NOK,11.3665
2024-02-01,NZD,1.7757
2024-02-01,PHP,60.645
2024-02-01,PLN,4.3373
2024-02-01,RON,4.974
2024-02-01,SEK,11.3354
2024-02-01,SGD,1.4499
2024-02-01,THB,38.401
2024-02-01,TRY,32.838
2024-02-01,USD,1.0814
2024-02-01,ZAR,20.234
2024-02-02,AUD,1.6468
2024-02-02,BGN,1.9558
2024-02-02,BRL,5.3471
2024-02-02,CAD,1.4556
2024-02-02,CHF,0.9315
2024-02-02,CNY,7.8111
2024-02-02,CZK,24.875
2024-02-02,DKK,7.454
2024-02-02,GBP,0.85263
2024-02-02,HKD,8.509
2024-02-02,HUF,383.73
2024-02-02,IDR,17013
2024-02-02,ILS,3.9685
2024-02-02,INR,90.23
2024-02-02,ISK,148.3
2024-02-02,JPY,159.58
2024-02-02,KRW,1440.7
2024-02-02,MXN,18.5579
2024-02-02,MYR,5.1332
2024-02-02,NOK,11.387
2024-02-02,NZD,1.7673
2024-02-02,PHP,60.825
2024-02-02,PLN,4.3175
2024-02-02,RON,4.9727
2024-02-02,SEK,11.268
2024-02-02,SGD,1.4533
2024-02-02,THB,38.341
2024-02-02,TRY,33.144
2024-02-02,USD,1.0883
2024-02-02,ZAR,20.297
2024-02-05,AUD,1.6562
2024-02-05,BGN,1.9558
2024-02-05,BRL,5.3694
2024-02-05,CAD,1.4507
2024-02-05,CHF,0.9347
2024-02-05,CNY,7.735
2024-02-05,CZK,25.006
2024-02-05,DKK,7.456
2024-02-05,GBP,0.85595
2024-02-05,HKD,8.4053
2024-02-05,HUF,385.3
2024-02-05,IDR,16936
2024-02-05,ILS,3.9494
2024-02-05,INR,89.25
2024-02-05,ISK,148.1
2024-02-05,JPY,159.72
2024-02-05,KRW,1434.09
2024-02-05,MXN,18.4781
2024-02-05,MYR,5.1049
2024-02-05,NOK,11.465
2024-02-05,NZD,1.7755
2024-02-05,PHP,60.568
2024-02-05,PLN,4.3343
2024-02-05,RON,4.974
2024-02-05,SEK,11.374
2024-02-05,SGD,1.4474
2024-02-05,THB,38.492
2024-02-05,TRY,32.831
2024-02-05,USD,1.0746
2024-02-05,ZAR,20.423
2024-02-06,AUD,1.6515
2024-02-06,BGN,1.9558
2024-02-06,BRL,5.338
2024-02-06,CAD,1.4526
2024-02-06,CHF,0.9366
2024-02-06,CNY,7.7231
2024-02-06,CZK,24.925
2024-02-06,DKK,7.4605
2024-02-06,GBP,0.8546
2024-02-06,HKD,8.4042
2024-02-06,HUF,386.85
2024-02-06,IDR,16909
2024-02-06,ILS,3.9195
2024-02-06,INR,89.22
2024-02-06,ISK,148.1
2024-02-06,JPY,159.56
2024-02-06,KRW,1426.76
2024-02-06,MXN,18.32
2024-02-06,MYR,5.1196
2024-02-06,NOK,11.458
2024-02-06,NZD,1.7713
2024-02-06,PHP,60.376
2024-02-06,PLN,4.3463
2024-02-06,RON,4.9763
2024-02-06,SEK,11.3825
2024-02-06,SGD,1.4448
2024-02-06,THB,38.267
2024-02-06,TRY,32.832
2024-02-06,USD,1.0743
2024-02-06,ZAR,20.327
2024-02-07,AUD,1.6504
2024-02-07,BGN,1.9558
2024-02-07,BRL,5.344
2024-02-07,CAD,1.4501
2024-02-07,CHF,0.9393
2024-02-07,CNY,7.7529
2024-02-07,CZK,24.984
2024-02-07,DKK,7.4586
2024-02-07,GBP,0.85305
2024-02-07,HKD,8.4273
2024-02-07,HUF,388.15
2024-02-07,IDR,16874
2024-02-07,ILS,3.9231
2024-02-07,INR,89.42
2024-02-07,ISK,148.3
2024-02-07,JPY,159.71
2024-02-07,KRW,1429.92
2024-02-07,MXN,18.3821
2024-02-07,MYR,5.1305
2024-02-07,NOK,11.376
2024-02-07,NZD,1.7622
2024-02-07,PHP,60.302
2024-02-07,PLN,4.3453
2024-02-07,RON,4.9769
2024-02-07,SEK,11.2725
2024-02-07,SGD,1.4472
2024-02-07,THB,38.384
2024-02-07,TRY,32.974
2024-02-07,USD,1.0776
2024-02-07,ZAR,20.369
2024-02-08,AUD,1.6569
2024-02-08,BGN,1.9558
2024-02-08,BRL,5.3546
2024-02-08,CAD,1.4505
2024-02-08,CHF,0.9409
2024-02-08,CNY,7.742
2024-02-08,CZK,24.954
2024-02-08,DKK,7.4562
2024-02-08,GBP,0.85378
2024-02-08,HKD,8.4139
2024-02-08,HUF,387.03
2024-02-08,IDR,16843
2024-02-08,ILS,3.9612
2024-02-08,INR,89.28
2024-02-08,ISK,149.5
2024-02-08,JPY,160.55
2024-02-08,KRW,1433.01
2024-02-08,MXN,18.3777
2024-02-08,MYR,5.131
2024-02-08,NOK,11.412
2024-02-08,NZD,1.7668
2024-02-08,PHP,60.148
2024-02-08,PLN,4.3375
2024-02-08,RON,4.9771
2024-02-08,SEK,11.2705
2024-02-08,SGD,1.4489
2024-02-08,THB,38.621
2024-02-08,TRY,32.924
2024-02-08,USD,1.0758
2024-02-08,ZAR,20.393
2024-02-09,AUD,1.6543
2024-02-09,BGN,1.9558
2024-02-09,BRL,5.3637
2024-02-09,CAD,1.4486
2024-02-09,CHF,0.9432
2024-02-09,CNY,7.7489
2024-02-09,CZK,25.172
2024-02-09,DKK,7.4536
2024-02-09,GBP,0.8544
2024-02-09,HKD,8.4237
2024-02-09,HUF,387.98
2024-02-09,IDR,16844
2024-02-09,ILS,3.9689
2024-02-09,INR,89.44
2024-02-09,ISK,148.1
2024-02-09,JPY,161.0
2024-02-09,KRW,1435.25
2024-02-09,MXN,18.4448
2024-02-09,MYR,5.1329
2024-02-09,NOK,11.399
2024-02-09,NZD,1.7553
2024-02-09,PHP,60.215
2024-02-09,PLN,4.3206
2024-02-09,RON,4.9773
2024-02-09,SEK,11.2815
2024-02-09,SGD,1.4503
2024-02-09,THB,38.72
2024-02-09,TRY,33.052
2024-02-09,USD,1.0772
2024-02-09,ZAR,20.485
2024-02-12,AUD,1.6505
2024-02-12,BGN,1.9558
2024-02-12,BRL,5.3366
2024-02-12,CAD,1.4504
2024-02-12,CHF,0.943
2024-02-12,CNY,7.7497
2024-02-12,CZK,25.217
2024-02-12,DKK,7.4548
2024-02-12,GBP,0.85391
2024-02-12,HKD,8.4245
2024-02-12,HUF,387.3
2024-02-12,IDR,16793
2024-02-12,ILS,3.954
2024-02-12,INR,89.43
2024-02-12,ISK,148.3
2024-02-12,JPY,160.51
2024-02-12,KRW,1431.54
2024-02-12,MXN,18.3703
2024-02-12,MYR,5.1344
2024-02-12,NOK,11.32
2024-02-12,NZD,1.7568
2024-02-12,PHP,60.31
2024-02-12,PLN,4.3198
2024-02-12,RON,4.9743
2024-02-12,SEK,11.232
2024-02-12,SGD,1.4484
2024-02-12,THB,38.621
2024-02-12,TRY,33.077
2024-02-12,USD,1.0773
2024-02-12,ZAR,20.466
2024-02-13,AUD,1.6526
2024-02-13,BGN,1.9558
2024-02-13,BRL,5.3465
2024-02-13,CAD,1.4511
2024-02-13,CHF,0.9481
2024-02-13,CNY,7.7641
2024-02-13,CZK,25.285
2024-02-13,DKK,7.4548
2024-02-13,GBP,0.85098
2024-02-13,HKD,8.4372
2024-02-13,HUF,387.0
2024-02-13,IDR,16850
2024-02-13,ILS,3.9322
2024-02-13,INR,89.58
2024-02-13,ISK,148.7
2024-02-13,JPY,161.17
2024-02-13,KRW,1434.64
2024-02-13,MXN,18.4272
2024-02-13,MYR,5.1439
2024-02-13,NOK,11.302
2024-02-13,NZD,1.7636
2024-02-13,PHP,60.398
2024-02-13,PLN,4.3198
2024-02-13,RON,4.9759
2024-02-13,SEK,11.251
2024-02-13,SGD,1.451
2024-02-13,THB,38.52
2024-02-13,TRY,33.16
2024-02-13,USD,1.0793
2024-02-13,ZAR,20.318
2024-02-14,AUD,1.6521
2024-02-14,BGN,1.9558
2024-02-14,BRL,5.3069
2024-02-14,CAD,1.4509
2024-02-14,CHF,0.9493
2024-02-14,CNY,7.7065
2024-02-14,CZK,25.348
2024-02-14,DKK,7.4537
2024-02-14,GBP,0.85258
2024-02-14,HKD,8.3754
2024-02-14,HUF,388.73
2024-02-14,IDR,16717
2024-02-14,ILS,3.922
2024-02-14,INR,88.96
2024-02-14,ISK,148.7
2024-02-14,JPY,161.28
2024-02-14,KRW,1428.41
2024-02-14,MXN,18.3559
2024-02-14,MYR,5.1271
2024-02-14,NOK,11.3375
2024-02-14,NZD,1.7607
2024-02-14,PHP,60.164
2024-02-14,PLN,4.3415
2024-02-14,RON,4.9754
2024-02-14,SEK,11.3127
2024-02-14,SGD,1.4451
2024-02-14,THB,38.76
2024-02-14,TRY,32.942
2024-02-14,USD,1.0713
2024-02-14,ZAR,20.398
2024-02-15,AUD,1.6525
2024-02-15,BGN,1.9558
2024-02-15,BRL,5.3401
2024-02-15,CAD,1.4547
2024-02-15,CHF,0.9484
2024-02-15,CNY,7.7288
2024-02-15,CZK,25.416
2024-02-15,DKK,7.4547
2024-02-15,GBP,0.85635
2024-02-15,HKD,8.4009
2024-02-15,HUF,389.1
2024-02-15,IDR,16765
2024-02-15,ILS,3.8971
2024-02-15,INR,89.22
2024-02-15,ISK,148.7
2024-02-15,JPY,161.26
2024-02-15,KRW,1429.35
2024-02-15,MXN,18.3562
2024-02-15,MYR,5.1363
2024-02-15,NOK,11.361
2024-02-15,NZD,1.7625
2024-02-15,PHP,60.096
2024-02-15,PLN,4.344
2024-02-15,RON,4.9771
2024-02-15,SEK,11.2575
2024-02-15,SGD,1.4472
2024-02-15,THB,38.829
2024-02-15,TRY,33.025
2024-02-15,USD,1.0743
2024-02-15,ZAR,20.437
2024-02-16,AUD,1.6517
2024-02-16,BGN,1.9558
2024-02-16,BRL,5.3551
2024-02-16,CAD,1.4518
2024-02-16,CHF,0.9491
2024-02-16,CNY,7.7461
2024-02-16,CZK,25.46
