Date,Currency,Rate
2024-04-02,ILS,3.9826
2024-04-02,INR,89.65
2024-04-02,ISK,150.1
2024-04-02,JPY,163.01
2024-04-02,KRW,1453.23
2024-04-02,MXN,17.849
2024-04-02,MYR,5.1106
2024-04-02,NOK,11.708
2024-04-02,NZD,1.804
2024-04-02,PHP,60.506
2024-04-02,PLN,4.2938
2024-04-02,RON,4.9699
2024-04-02,SEK,11.5575
2024-04-02,SGD,1.4535
2024-04-02,THB,39.395
2024-04-02,TRY,34.603
2024-04-02,USD,1.0749
2024-04-02,ZAR,20.24
2024-04-03,AUD,1.6539
2024-04-03,BGN,1.9558
2024-04-03,BRL,5.4681
2024-04-03,CAD,1.4626
2024-04-03,CHF,0.9792
2024-04-03,CNY,7.8023
2024-04-03,CZK,25.352
2024-04-03,DKK,7.4589
2024-04-03,GBP,0.85713
2024-04-03,HKD,8.4421
2024-04-03,HUF,393.2
2024-04-03,IDR,17197
2024-04-03,ILS,4.0165
2024-04-03,INR,90.01
2024-04-03,ISK,150.1
2024-04-03,JPY,163.66
2024-04-03,KRW,1456.04
2024-04-03,MXN,17.8782
2024-04-03,MYR,5.1273
2024-04-03,NOK,11.658
2024-04-03,NZD,1.8054
2024-04-03,PHP,60.817
2024-04-03,PLN,4.2968
2024-04-03,RON,4.9687
2024-04-03,SEK,11.575
2024-04-03,SGD,1.4571
2024-04-03,THB,39.584
2024-04-03,TRY,34.442
2024-04-03,USD,1.0783
2024-04-03,ZAR,20.267
2024-04-04,AUD,1.6446
2024-04-04,BGN,1.9558
2024-04-04,BRL,5.4751
2024-04-04,CAD,1.4652
2024-04-04,CHF,0.9846
2024-04-04,CNY,7.8501
2024-04-04,CZK,25.322
2024-04-04,DKK,7.4589
2024-04-04,GBP,0.85788
2024-04-04,HKD,8.4957
2024-04-04,HUF,391.55
2024-04-04,IDR,17233
2024-04-04,ILS,4.0339
2024-04-04,INR,90.51
2024-04-04,ISK,150.3
2024-04-04,JPY,164.69
2024-04-04,KRW,1462.46
2024-04-04,MXN,17.9675
2024-04-04,MYR,5.1433
2024-04-04,NOK,11.6125
2024-04-04,NZD,1.7998
2024-04-04,PHP,61.243
2024-04-04,PLN,4.2955
2024-04-04,RON,4.9687
2024-04-04,SEK,11.5105
2024-04-04,SGD,1.4628
2024-04-04,THB,39.881
2024-04-04,TRY,34.606
2024-04-04,USD,1.0852
2024-04-04,ZAR,20.27
2024-04-05,AUD,1.6461
2024-04-05,BGN,1.9558
2024-04-05,BRL,5.4633
2024-04-05,CAD,1.4702
2024-04-05,CHF,0.9793
2024-04-05,CNY,7.8421
2024-04-05,CZK,25.286
2024-04-05,DKK,7.459
2024-04-05,GBP,0.85773
2024-04-05,HKD,8.4868
2024-04-05,HUF,390.1
2024-04-05,IDR,17193
2024-04-05,ILS,4.0725
2024-04-05,INR,90.33
2024-04-05,ISK,150.3
2024-04-05,JPY,164.1
2024-04-05,KRW,1464.09
2024-04-05,MXN,17.9104
2024-04-05,MYR,5.1462
2024-04-05,NOK,11.6118
2024-04-05,NZD,1.8001
2024-04-05,PHP,61.268
2024-04-05,PLN,4.2835
2024-04-05,RON,4.9677
2024-04-05,SEK,11.526
2024-04-05,SGD,1.4608
2024-04-05,THB,39.743
2024-04-05,TRY,34.631
2024-04-05,USD,1.0841
2024-04-05,ZAR,20.171
2024-04-08,AUD,1.6433
2024-04-08,BGN,1.9558
2024-04-08,BRL,5.4806
2024-04-08,CAD,1.4715
2024-04-08,CHF,0.9807
2024-04-08,CNY,7.8282
2024-04-08,CZK,25.354
2024-04-08,DKK,7.4588
2024-04-08,GBP,0.85795
2024-04-08,HKD,8.4761
2024-04-08,HUF,390.78
2024-04-08,IDR,17218
2024-04-08,ILS,4.0033
2024-04-08,INR,90.16
2024-04-08,ISK,150.3
2024-04-08,JPY,164.43
2024-04-08,KRW,1468.37
2024-04-08,MXN,17.8053
2024-04-08,MYR,5.1425
2024-04-08,NOK,11.5905
2024-04-08,NZD,1.7984
2024-04-08,PHP,61.204
2024-04-08,PLN,4.2773
2024-04-08,RON,4.9681
2024-04-08,SEK,11.4675
2024-04-08,SGD,1.4607
2024-04-08,THB,39.769
2024-04-08,TRY,34.848
2024-04-08,USD,1.0823
2024-04-08,ZAR,20.157
2024-04-09,AUD,1.6407
2024-04-09,BGN,1.9558
2024-04-09,BRL,5.4489
2024-04-09,CAD,1.4749
2024-04-09,CHF,0.9819
2024-04-09,CNY,7.8603
2024-04-09,CZK,25.38
2024-04-09,DKK,7.459
2024-04-09,GBP,0.85663
2024-04-09,HKD,8.5096
2024-04-09,HUF,389.2
2024-04-09,IDR,17243
2024-04-09,ILS,4.011
2024-04-09,INR,90.41
2024-04-09,ISK,150.3
2024-04-09,JPY,164.97
2024-04-09,KRW,1470.98
2024-04-09,MXN,17.7268
2024-04-09,MYR,5.1591
2024-04-09,NOK,11.593
2024-04-09,NZD,1.7938
2024-04-09,PHP,61.301
2024-04-09,PLN,4.2565
2024-04-09,RON,4.9682
2024-04-09,SEK,11.4555
2024-04-09,SGD,1.4623
2024-04-09,THB,39.529
2024-04-09,TRY,34.983
2024-04-09,USD,1.0867
2024-04-09,ZAR,20.086
2024-04-10,AUD,1.6399
2024-04-10,BGN,1.9558
2024-04-10,BRL,5.433
2024-04-10,CAD,1.4728
2024-04-10,CHF,0.981
2024-04-10,CNY,7.8548
2024-04-10,CZK,25.368
2024-04-10,DKK,7.4594
2024-04-10,GBP,0.85515
2024-04-10,HKD,8.506
2024-04-10,HUF,389.18
2024-04-10,IDR,17212
2024-04-10,ILS,4.0324
2024-04-10,INR,90.36
2024-04-10,ISK,150.7
2024-04-10,JPY,164.89
2024-04-10,KRW,1467.33
2024-04-10,MXN,17.7305
2024-04-10,MYR,5.1558
2024-04-10,NOK,11.5665
2024-04-10,NZD,1.7856
2024-04-10,PHP,61.408
2024-04-10,PLN,4.2563
2024-04-10,RON,4.969
2024-04-10,SEK,11.4345
2024-04-10,SGD,1.4605
2024-04-10,THB,39.536
2024-04-10,TRY,35.033
2024-04-10,USD,1.086
2024-04-10,ZAR,20.085
2024-04-11,AUD,1.6448
2024-04-11,BGN,1.9558
2024-04-11,BRL,5.4468
2024-04-11,CAD,1.4688
2024-04-11,CHF,0.9787
2024-04-11,CNY,7.7646
2024-04-11,CZK,25.392
2024-04-11,DKK,7.4604
2024-04-11,GBP,0.85525
2024-04-11,HKD,8.4058
2024-04-11,HUF,389.8
2024-04-11,IDR,17190
2024-04-11,ILS,4.03
2024-04-11,INR,89.44
2024-04-11,ISK,150.3
2024-04-11,JPY,164.18
2024-04-11,KRW,1469.32
2024-04-11,MXN,17.6448
2024-04-11,MYR,5.0936
2024-04-11,NOK,11.618
2024-04-11,NZD,1.792
2024-04-11,PHP,60.577
2024-04-11,PLN,4.257
2024-04-11,RON,4.9713
2024-04-11,SEK,11.531
2024-04-11,SGD,1.4518
2024-04-11,THB,39.22
2024-04-11,TRY,34.634
2024-04-11,USD,1.0729
2024-04-11,ZAR,20.161
2024-04-12,AUD,1.6413
2024-04-12,BGN,1.9558
2024-04-12,BRL,5.4442
2024-04-12,CAD,1.4643
2024-04-12,CHF,0.9716
2024-04-12,CNY,7.7094
2024-04-12,CZK,25.337
2024-04-12,DKK,7.4603
2024-04-12,GBP,0.85424
2024-04-12,HKD,8.3478
2024-04-12,HUF,391.63
2024-04-12,IDR,17172
2024-04-12,ILS,4.0175
2024-04-12,INR,88.91
2024-04-12,ISK,150.5
2024-04-12,JPY,163.16
2024-04-12,KRW,1469.79
2024-04-12,MXN,17.5982
2024-04-12,MYR,5.081
2024-04-12,NOK,11.587
2024-04-12,NZD,1.7872
2024-04-12,PHP,60.256
2024-04-12,PLN,4.2603
2024-04-12,RON,4.9717
2024-04-12,SEK,11.5699
2024-04-12,SGD,1.4478
2024-04-12,THB,38.853
2024-04-12,TRY,34.433
2024-04-12,USD,1.0652
2024-04-12,ZAR,19.9907
2024-04-15,AUD,1.6441
2024-04-15,BGN,1.9558
2024-04-15,BRL,5.4553
2024-04-15,CAD,1.4645
2024-04-15,CHF,0.9725
2024-04-15,CNY,7.7134
2024-04-15,CZK,25.324
2024-04-15,DKK,7.4606
2024-04-15,GBP,0.85405
2024-04-15,HKD,8.3419
2024-04-15,HUF,394.25
2024-04-15,IDR,17112
2024-04-15,ILS,3.9578
2024-04-15,INR,88.9
2024-04-15,ISK,150.7
2024-04-15,JPY,164.05
2024-04-15,KRW,1473.79
2024-04-15,MXN,17.6561
2024-04-15,MYR,5.0925
2024-04-15,NOK,11.626
2024-04-15,NZD,1.7943
2024-04-15,PHP,60.558
2024-04-15,PLN,4.2938
2024-04-15,RON,4.9742
2024-04-15,SEK,11.5583
2024-04-15,SGD,1.4498
2024-04-15,THB,39.124
2024-04-15,TRY,34.529
2024-04-15,USD,1.0656
2024-04-15,ZAR,20.207
2024-04-16,AUD,1.6578
2024-04-16,BGN,1.9558
2024-04-16,BRL,5.5607
2024-04-16,CAD,1.4668
2024-04-16,CHF,0.9712
2024-04-16,CNY,7.6995
2024-04-16,CZK,25.21
2024-04-16,DKK,7.4609
2024-04-16,GBP,0.8544
2024-04-16,HKD,8.3304
2024-04-16,HUF,394.63
2024-04-16,IDR,17234
2024-04-16,ILS,4.0001
2024-04-16,INR,88.9
2024-04-16,ISK,150.7
2024-04-16,JPY,164.54
2024-04-16,KRW,1481.62
2024-04-16,MXN,17.9141
2024-04-16,MYR,5.0973
2024-04-16,NOK,11.6745
2024-04-16,NZD,1.8072
2024-04-16,PHP,60.561
2024-04-16,PLN,4.3435
2024-04-16,RON,4.9764
2024-04-16,SEK,11.635
2024-04-16,SGD,1.4509
2024-04-16,THB,38.958
2024-04-16,TRY,34.572
2024-04-16,USD,1.0637
2024-04-16,ZAR,20.21
2024-04-17,AUD,1.6556
2024-04-17,BGN,1.9558
2024-04-17,BRL,5.6044
2024-04-17,CAD,1.4691
2024-04-17,CHF,0.9693
2024-04-17,CNY,7.7006
2024-04-17,CZK,25.228
2024-04-17,DKK,7.4611
2024-04-17,GBP,0.854
2024-04-17,HKD,8.3307
2024-04-17,HUF,393.0
2024-04-17,IDR,17291
2024-04-17,ILS,4.0173
2024-04-17,INR,89.01
2024-04-17,ISK,150.5
2024-04-17,JPY,164.54
2024-04-17,KRW,1471.92
2024-04-17,MXN,18.0761
2024-04-17,MYR,5.0972
2024-04-17,NOK,11.696
2024-04-17,NZD,1.8012
2024-04-17,PHP,60.879
2024-04-17,PLN,4.3508
2024-04-17,RON,4.9758
2024-04-17,SEK,11.6793
2024-04-17,SGD,1.4495
2024-04-17,THB,39.18
2024-04-17,TRY,34.605
2024-04-17,USD,1.0638
2024-04-17,ZAR,20.275
2024-04-18,AUD,1.6567
2024-04-18,BGN,1.9558
2024-04-18,BRL,5.5973
2024-04-18,CAD,1.4687
2024-04-18,CHF,0.9704
2024-04-18,CNY,7.7294
2024-04-18,CZK,25.254
2024-04-18,DKK,7.4616
2024-04-18,GBP,0.85628
2024-04-18,HKD,8.3635
2024-04-18,HUF,393.93
2024-04-18,IDR,17280
2024-04-18,ILS,4.0363
2024-04-18,INR,89.19
2024-04-18,ISK,150.3
2024-04-18,JPY,164.82
2024-04-18,KRW,1467.41
2024-04-18,MXN,18.094
2024-04-18,MYR,5.1083
2024-04-18,NOK,11.7375
2024-04-18,NZD,1.8013
2024-04-18,PHP,61.127
2024-04-18,PLN,4.3255
2024-04-18,RON,4.9758
2024-04-18,SEK,11.637
2024-04-18,SGD,1.452
2024-04-18,THB,39.251
2024-04-18,TRY,34.704
2024-04-18,USD,1.0679
2024-04-18,ZAR,20.346
2024-04-19,AUD,1.6622
2024-04-19,BGN,1.9558
2024-04-19,BRL,5.6165
2024-04-19,CAD,1.4666
2024-04-19,CHF,0.968
2024-04-19,CNY,7.7139
2024-04-19,CZK,25.267
2024-04-19,DKK,7.4622
2024-04-19,GBP,0.8562
2024-04-19,HKD,8.3443
2024-04-19,HUF,395.3
2024-04-19,IDR,17325
2024-04-19,ILS,4.0181
2024-04-19,INR,88.92
2024-04-19,ISK,150.3
2024-04-19,JPY,164.68
2024-04-19,KRW,1469.09
2024-04-19,MXN,18.4819
2024-04-19,MYR,5.0959
2024-04-19,NOK,11.765
2024-04-19,NZD,1.8105
2024-04-19,PHP,61.373
2024-04-19,PLN,4.33
2024-04-19,RON,4.9764
2024-04-19,SEK,11.664
2024-04-19,SGD,1.451
2024-04-19,THB,39.288
2024-04-19,TRY,34.73
2024-04-19,USD,1.0653
2024-04-19,ZAR,20.479
2024-04-22,AUD,1.6517
2024-04-22,BGN,1.9558
2024-04-22,BRL,5.5427
2024-04-22,CAD,1.4592
2024-04-22,CHF,0.9693
2024-04-22,CNY,7.7012
2024-04-22,CZK,25.275
2024-04-22,DKK,7.4615
2024-04-22,GBP,0.86328
2024-04-22,HKD,8.3316
2024-04-22,HUF,393.9
2024-04-22,IDR,17280
2024-04-22,ILS,4.0054
2024-04-22,INR,88.63
2024-04-22,ISK,150.3
2024-04-22,JPY,164.51
2024-04-22,KRW,1467.64
2024-04-22,MXN,18.2059
2024-04-22,MYR,5.08
2024-04-22,NOK,11.7185
2024-04-22,NZD,1.8004
2024-04-22,PHP,61.134
2024-04-22,PLN,4.3188
2024-04-22,RON,4.9756
2024-04-22,SEK,11.6015
2024-04-22,SGD,1.449
2024-04-22,THB,39.392
2024-04-22,TRY,34.594
2024-04-22,USD,1.0632
2024-04-22,ZAR,20.347
2024-04-23,AUD,1.6536
2024-04-23,BGN,1.9558
2024-04-23,BRL,5.5246
2024-04-23,CAD,1.4623
2024-04-23,CHF,0.9724
2024-04-23,CNY,7.7353
2024-04-23,CZK,25.256
2024-04-23,DKK,7.4607
2024-04-23,GBP,0.8605
2024-04-23,HKD,8.364
2024-04-23,HUF,393.63
2024-04-23,IDR,17303
2024-04-23,ILS,4.0422
2024-04-23,INR,88.95
2024-04-23,ISK,150.3
2024-04-23,JPY,165.23
2024-04-23,KRW,1471.21
2024-04-23,MXN,18.2732
2024-04-23,MYR,5.1022
2024-04-23,NOK,11.731
2024-04-23,NZD,1.8047
2024-04-23,PHP,61.44
2024-04-23,PLN,4.3158
2024-04-23,RON,4.9761
2024-04-23,SEK,11.603
2024-04-23,SGD,1.4543
2024-04-23,THB,39.536
2024-04-23,TRY,34.781
2024-04-23,USD,1.0674
2024-04-23,ZAR,20.534
2024-04-24,AUD,1.6421
2024-04-24,BGN,1.9558
2024-04-24,BRL,5.4856
2024-04-24,CAD,1.4628
2024-04-24,CHF,0.9774
2024-04-24,CNY,7.7431
2024-04-24,CZK,25.242
2024-04-24,DKK,7.4575
2024-04-24,GBP,0.85945
2024-04-24,HKD,8.37
2024-04-24,HUF,393.35
2024-04-24,IDR,17278
2024-04-24,ILS,4.0339
2024-04-24,INR,89.04
2024-04-24,ISK,150.3
2024-04-24,JPY,165.57
2024-04-24,KRW,1469.91
2024-04-24,MXN,18.0824
2024-04-24,MYR,5.1058
2024-04-24,NOK,11.733
2024-04-24,NZD,1.801
2024-04-24,PHP,61.487
2024-04-24,PLN,4.3193
2024-04-24,RON,4.9757
2024-04-24,SEK,11.6225
2024-04-24,SGD,1.4547
2024-04-24,THB,39.602
2024-04-24,TRY,34.75
2024-04-24,USD,1.0686
2024-04-24,ZAR,20.506
2024-04-25,AUD,1.6415
2024-04-25,BGN,1.9558
2024-04-25,BRL,5.505
2024-04-25,CAD,1.4659
2024-04-25,CHF,0.9792
2024-04-25,CNY,7.7682
2024-04-25,CZK,25.152
2024-04-25,DKK,7.4587
2024-04-25,GBP,0.85675
2024-04-25,HKD,8.392
2024-04-25,HUF,392.98
2024-04-25,IDR,17355
2024-04-25,ILS,4.0646
2024-04-25,INR,89.32
2024-04-25,ISK,150.1
2024-04-25,JPY,166.76
2024-04-25,KRW,1473.23
2024-04-25,MXN,18.267
2024-04-25,MYR,5.1215
2024-04-25,NOK,11.714
2024-04-25,NZD,1.799
2024-04-25,PHP,61.94
2024-04-25,PLN,4.3165
2024-04-25,RON,4.9761
2024-04-25,SEK,11.639
2024-04-25,SGD,1.4581
2024-04-25,THB,39.691
2024-04-25,TRY,34.848
2024-04-25,USD,1.072
2024-04-25,ZAR,20.338
2024-04-26,AUD,1.6392
2024-04-26,BGN,1.9558
2024-04-26,BRL,5.5208
2024-04-26,CAD,1.4632
2024-04-26,CHF,0.9779
2024-04-26,CNY,7.7638
2024-04-26,CZK,25.164
2024-04-26,DKK,7.4573
2024-04-26,GBP,0.85643
2024-04-26,HKD,8.3873
2024-04-26,HUF,392.28
2024-04-26,IDR,17386
2024-04-26,ILS,4.0798
2024-04-26,INR,89.32
2024-04-26,ISK,150.3
2024-04-26,JPY,168.03
2024-04-26,KRW,1474.65
2024-04-26,MXN,18.4672
2024-04-26,MYR,5.1079
2024-04-26,NOK,11.7995
2024-04-26,NZD,1.801
2024-04-26,PHP,61.83
2024-04-26,PLN,4.3205
2024-04-26,RON,4.9764
2024-04-26,SEK,11.7052
2024-04-26,SGD,1.4587
2024-04-26,THB,39.583
2024-04-26,TRY,34.804
2024-04-26,USD,1.0714
2024-04-26,ZAR,20.204
2024-04-29,AUD,1.6322
2024-04-29,BGN,1.9558
2024-04-29,BRL,5.4706
2024-04-29,CAD,1.4635
2024-04-29,CHF,0.9776
2024-04-29,CNY,7.7627
2024-04-29,CZK,25.175
2024-04-29,DKK,7.4581
2024-04-29,GBP,0.85493
2024-04-29,HKD,8.3904
2024-04-29,HUF,391.64
2024-04-29,IDR,17409
2024-04-29,ILS,4.0316
2024-04-29,INR,89.46
2024-04-29,ISK,150.3
2024-04-29,JPY,167.53
2024-04-29,KRW,1476.15
2024-04-29,MXN,18.3202
2024-04-29,MYR,5.1108
2024-04-29,NOK,11.7835
2024-04-29,NZD,1.7932
2024-04-29,PHP,61.858
2024-04-29,PLN,4.3255
2024-04-29,RON,4.9759
2024-04-29,SEK,11.685
2024-04-29,SGD,1.4578
2024-04-29,THB,39.696
2024-04-29,TRY,34.71
2024-04-29,USD,1.072
2024-04-29,ZAR,20.05
2024-04-30,AUD,1.6423
2024-04-30,BGN,1.9558
2024-04-30,BRL,5.4928
2024-04-30,CAD,1.4672
2024-04-30,CHF,0.9787
2024-04-30,CNY,7.7609
2024-04-30,CZK,25.14
2024-04-30,DKK,7.4583
2024-04-30,GBP,0.85478
2024-04-30,HKD,8.3817
2024-04-30,HUF,390.68
2024-04-30,IDR,17422
2024-04-30,ILS,4.0172
2024-04-30,INR,89.42
2024-04-30,ISK,150.3
2024-04-30,JPY,168.27
2024-04-30,KRW,1479.67
2024-04-30,MXN,18.1895
2024-04-30,MYR,5.113
2024-04-30,NOK,11.815
2024-04-30,NZD,1.8035
2024-04-30,PHP,61.83
2024-04-30,PLN,4.3178
2024-04-30,RON,4.9759
2024-04-30,SEK,11.753
2024-04-30,SGD,1.4593
2024-04-30,THB,39.732
2024-04-30,TRY,34.704
2024-04-30,USD,1.0718
2024-04-30,ZAR,20.068
2024-05-02,AUD,1.6386
2024-05-02,BGN,1.9558
2024-05-02,BRL,5.5025
2024-05-02,CAD,1.4678
2024-05-02,CHF,0.9759
2024-05-02,CNY,7.7465
2024-05-02,CZK,25.09
2024-05-02,DKK,7.4589
2024-05-02,GBP,0.85538
2024-05-02,HKD,8.3633
2024-05-02,HUF,388.98
2024-05-02,IDR,17302
2024-05-02,ILS,4.0046
2024-05-02,INR,89.29
2024-05-02,ISK,150.1
2024-05-02,JPY,165.63
2024-05-02,KRW,1470.41
2024-05-02,MXN,18.1187
2024-05-02,MYR,5.0864
2024-05-02,NOK,11.843
2024-05-02,NZD,1.8047
2024-05-02,PHP,61.628
2024-05-02,PLN,4.3278
2024-05-02,RON,4.9763
2024-05-02,SEK,11.682
2024-05-02,SGD,1.4538
2024-05-02,THB,39.508
2024-05-02,TRY,34.634
2024-05-02,USD,1.0698
2024-05-02,ZAR,19.969
2024-05-03,AUD,1.633
2024-05-03,BGN,1.9558
2024-05-03,BRL,5.4916
2024-05-03,CAD,1.4682
2024-05-03,CHF,0.9744
2024-05-03,CNY,7.7798
2024-05-03,CZK,25.025
2024-05-03,DKK,7.4583
2024-05-03,GBP,0.85573
2024-05-03,HKD,8.3961
2024-05-03,HUF,388.95
2024-05-03,IDR,17248
2024-05-03,ILS,3.9943
2024-05-03,INR,89.67
2024-05-03,ISK,150.3
2024-05-03,JPY,164.62
2024-05-03,KRW,1460.24
2024-05-03,MXN,18.2086
2024-05-03,MYR,5.0927
2024-05-03,NOK,11.708
2024-05-03,NZD,1.7952
2024-05-03,PHP,61.392
2024-05-03,PLN,4.329
2024-05-03,RON,4.9761
2024-05-03,SEK,11.6398
2024-05-03,SGD,1.4527
2024-05-03,THB,39.516
2024-05-03,TRY,34.748
2024-05-03,USD,1.0744
2024-05-03,ZAR,19.8952
2024-05-06,AUD,1.6248
2024-05-06,BGN,1.9558
2024-05-06,BRL,5.4683
2024-05-06,CAD,1.4731
2024-05-06,CHF,0.9754
2024-05-06,CNY,7.7662
2024-05-06,CZK,24.995
2024-05-06,DKK,7.4589
2024-05-06,GBP,0.8566
2024-05-06,HKD,8.4223
2024-05-06,HUF,389.38
2024-05-06,IDR,17289
2024-05-06,ILS,4.0322
2024-05-06,INR,89.99
2024-05-06,ISK,150.3
2024-05-06,JPY,165.7
2024-05-06,KRW,1460.0
2024-05-06,MXN,18.2346
2024-05-06,MYR,5.1067
2024-05-06,NOK,11.6663
2024-05-06,NZD,1.7891
2024-05-06,PHP,61.66
2024-05-06,PLN,4.3185
2024-05-06,RON,4.9688
2024-05-06,SEK,11.625
2024-05-06,SGD,1.4548
2024-05-06,THB,39.618
2024-05-06,TRY,34.775
2024-05-06,USD,1.0776
2024-05-06,ZAR,19.8369
2024-05-07,AUD,1.6297
2024-05-07,BGN,1.9558
2024-05-07,BRL,5.4629
2024-05-07,CAD,1.473
2024-05-07,CHF,0.977
2024-05-07,CNY,7.7707
2024-05-07,CZK,25.014
2024-05-07,DKK,7.4596
2024-05-07,GBP,0.85805
2024-05-07,HKD,8.4197
2024-05-07,HUF,389.05
2024-05-07,IDR,17295
2024-05-07,ILS,4.0056
2024-05-07,INR,89.9
2024-05-07,ISK,150.3
2024-05-07,JPY,166.45
2024-05-07,KRW,1462.45
2024-05-07,MXN,18.1606
2024-05-07,MYR,5.1009
2024-05-07,NOK,11.698
2024-05-07,NZD,1.7918
2024-05-07,PHP,61.678
2024-05-07,PLN,4.3138
2024-05-07,RON,4.9757
2024-05-07,SEK,11.681
2024-05-07,SGD,1.457
2024-05-07,THB,39.683
2024-05-07,TRY,34.741
2024-05-07,USD,1.0766
2024-05-07,ZAR,19.9127
2024-05-08,AUD,1.6374
2024-05-08,BGN,1.9558
2024-05-08,BRL,5.4682
2024-05-08,CAD,1.4784
2024-05-08,CHF,0.977
2024-05-08,CNY,7.7651
2024-05-08,CZK,25.036
2024-05-08,DKK,7.4599
2024-05-08,GBP,0.86083
2024-05-08,HKD,8.3989
2024-05-08,HUF,388.88
2024-05-08,IDR,17271
2024-05-08,ILS,3.9883
2024-05-08,INR,89.7
2024-05-08,ISK,150.1
2024-05-08,JPY,167.15
2024-05-08,KRW,1466.47
2024-05-08,MXN,18.1936
2024-05-08,MYR,5.0949
2024-05-08,NOK,11.757
2024-05-08,NZD,1.7948
2024-05-08,PHP,61.643
2024-05-08,PLN,4.3075
2024-05-08,RON,4.9757
2024-05-08,SEK,11.733
2024-05-08,SGD,1.4572
2024-05-08,THB,39.717
2024-05-08,TRY,34.656
2024-05-08,USD,1.0743
2024-05-08,ZAR,20.041
2024-05-09,AUD,1.6299
2024-05-09,BGN,1.9558
2024-05-09,BRL,5.5189
2024-05-09,CAD,1.4728
2024-05-09,CHF,0.976
2024-05-09,CNY,7.7554
2024-05-09,CZK,24.935
2024-05-09,DKK,7.4594
2024-05-09,GBP,0.85995
2024-05-09,HKD,8.3881
2024-05-09,HUF,387.95
2024-05-09,IDR,17249
2024-05-09,ILS,4.014
2024-05-09,INR,89.61
2024-05-09,ISK,150.3
2024-05-09,JPY,167.32
2024-05-09,KRW,1471.57
2024-05-09,MXN,18.1764
2024-05-09,MYR,5.0878
2024-05-09,NOK,11.7215
2024-05-09,NZD,1.7881
2024-05-09,PHP,61.569
2024-05-09,PLN,4.292
2024-05-09,RON,4.9753
2024-05-09,SEK,11.7205
2024-05-09,SGD,1.4558
2024-05-09,THB,39.617
2024-05-09,TRY,34.581
2024-05-09,USD,1.0732
2024-05-09,ZAR,19.8856
2024-05-10,AUD,1.632
2024-05-10,BGN,1.9558
2024-05-10,BRL,5.5332
2024-05-10,CAD,1.4747
2024-05-10,CHF,0.9779
2024-05-10,CNY,7.7877
2024-05-10,CZK,24.936
2024-05-10,DKK,7.4607
2024-05-10,GBP,0.86055
2024-05-10,HKD,8.4228
2024-05-10,HUF,387.72
2024-05-10,IDR,17292
2024-05-10,ILS,4.0091
2024-05-10,INR,90.02
2024-05-10,ISK,150.3
2024-05-10,JPY,167.87
2024-05-10,KRW,1472.72
2024-05-10,MXN,18.073
2024-05-10,MYR,5.1082
2024-05-10,NOK,11.6735
2024-05-10,NZD,1.7923
2024-05-10,PHP,61.936
2024-05-10,PLN,4.2968
2024-05-10,RON,4.9758
2024-05-10,SEK,11.6865
2024-05-10,SGD,1.4592
2024-05-10,THB,39.58
2024-05-10,TRY,34.743
2024-05-10,USD,1.0779
2024-05-10,ZAR,19.8673
2024-05-13,AUD,1.6305
2024-05-13,BGN,1.9558
2024-05-13,BRL,5.5486
2024-05-13,CAD,1.4757
2024-05-13,CHF,0.9784
2024-05-13,CNY,7.8095
2024-05-13,CZK,24.779
2024-05-13,DKK,7.4608
2024-05-13,GBP,0.86023
2024-05-13,HKD,8.4329
2024-05-13,HUF,387.0
2024-05-13,IDR,17371
2024-05-13,ILS,4.0161
2024-05-13,INR,90.13
2024-05-13,ISK,150.3
2024-05-13,JPY,168.25
2024-05-13,KRW,1476.01
2024-05-13,MXN,18.0713
2024-05-13,MYR,5.1082
2024-05-13,NOK,11.68
2024-05-13,NZD,1.7923
2024-05-13,PHP,62.417
2024-05-13,PLN,4.286
2024-05-13,RON,4.9762
2024-05-13,SEK,11.7
2024-05-13,SGD,1.4605
2024-05-13,THB,39.688
2024-05-13,TRY,34.77
2024-05-13,USD,1.0795
2024-05-13,ZAR,19.8185
2024-05-14,AUD,1.6329
2024-05-14,BGN,1.9558
2024-05-14,BRL,5.5419
2024-05-14,CAD,1.4753
2024-05-14,CHF,0.9801
2024-05-14,CNY,7.8103
2024-05-14,CZK,24.75
2024-05-14,DKK,7.4608
2024-05-14,GBP,0.85983
2024-05-14,HKD,8.4341
2024-05-14,HUF,386.1
2024-05-14,IDR,17407
2024-05-14,ILS,4.0089
2024-05-14,INR,90.16
2024-05-14,ISK,150.5
2024-05-14,JPY,168.89
2024-05-14,KRW,1476.56
2024-05-14,MXN,18.1363
2024-05-14,MYR,5.0952
2024-05-14,NOK,11.6815
2024-05-14,NZD,1.7934
2024-05-14,PHP,62.452
2024-05-14,PLN,4.2695
2024-05-14,RON,4.9758
2024-05-14,SEK,11.7285
2024-05-14,SGD,1.4609
2024-05-14,THB,39.589
2024-05-14,TRY,34.817
2024-05-14,USD,1.0796
2024-05-14,ZAR,19.8835
2024-05-15,AUD,1.6308
2024-05-15,BGN,1.9558
2024-05-15,BRL,5.5827
2024-05-15,CAD,1.4763
2024-05-15,CHF,0.98
2024-05-15,CNY,7.8212
2024-05-15,CZK,24.766
2024-05-15,DKK,7.4617
2024-05-15,GBP,0.8584
2024-05-15,HKD,8.4578
2024-05-15,HUF,386.0
2024-05-15,IDR,17340
2024-05-15,ILS,4.003
2024-05-15,INR,90.44
2024-05-15,ISK,150.3
2024-05-15,JPY,168.43
2024-05-15,KRW,1471.93
